,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,date_stamp,last_change,listing_date,delisting_date,month
278,NK-TY6ppHYHFZnzt6sAtsWL4Z,Company,ACTIVEBUSINESSCOLLECTION LIMITED LIABILITY COMPANY,"AKTIVBIZNESKOLLEKSHN, OOO;LIMITED LIABILITY COMPANY ACTIVEBUSINESSCOLLECTION;LLC ACTIVEBUSINESSCOLLECTION;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AKTIVBIZNESKOLLEKSHN",,ru,"d.19 ul. Vavilova, Moscow, Russia, 117997",1137746390572,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
279,NK-TdLkjyGTZ3tJZVVNbgxvEt,Organization,Rixo International Trading Ltd.,,,ch,"Lindenstrasse 2, 6340 Baar",,Block - Program - Consolidated List - Executive Order 13608 (Iran/Syria) - Executive Order 13582 (Syria) - 2014-12-17;Block - Program - SDN List - Executive Order 13608 (Iran/Syria) - Executive Order 13582 (Syria) - 2014-12-17;FSE List - Program - Block - Executive Order 13608 (Iran/Syria) - Executive Order 13582 (Syria) - 2014-12-17,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
280,NK-TgPjKn73GLX8boU9hqfDNE,Company,"VTB BANK (AZERBAIJAN), OJSC",BANK VTB (AZERBAIJAN) OJSC;JSC VTB BANK (AZERBAIJAN);OJSC AF BANK,,az,"38 Khatai ave. Nasimi district, AZ 1008 Baku, Azerbaijan;60, Samed Vurgun str, 1022 Baku, Azerbaijan",VTBAAZ22,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
281,NK-TjrLEDCjfY3wP2Vo4M4iLR,Person,Mahmoud Khaled ZAHHAR,Mahmoud Khaled AL ZAHAR,1945,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
282,NK-Tn68xLKUX2iuuij735hrzB,Company,"TRANSNEFT-PRIVOLGA, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PRIVOLGA';JSC PRIVOLZHSKNEFTEPROVOD;OPEN JOINT-STOCK COMPANY 'PRIVOLZHSK OIL TRUNK PIPELINES',,ru,"100 ul. Leninskaya, Samara, Samarskaya Obl., Russia, 443020",1026301416371;6317024749,13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2017-06-20;13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2017-06-20,,ootorg@pmn.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
283,NK-Tqcx5KdzsscycdVqiuhQeU,Company,"GAZPROM DOBYCHA NADYM, OOO",GAZPROM DOBYCHA NADYM;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA NADYM',,ru,"d.1 ul.Zvereva, Nadym, Yamalo-Nenetski a.o., Russia, 629730",1028900578080;8903019871,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,MANAGER@ongp.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
284,NK-TsnsTYDD5QeZ9gDbFB2WbU,Organization,OJSC GAZPROM NEFT,GAZPROM NEFT OAO;JSC GAZPROM NEFT;OPEN JOINT-STOCK COMPANY GAZPROM NEFT;SIBIRSKAYA NEFTYANAYA KOMPANIYA OAO,,ru,"125 A. Profsoyuznaya Street, Moscow, Russia, 117647;3-5 Pochtamtskaya St., St. Petersburg, Russia, 190000;Let. A. Galernaya, 5, ul, St. Petersburg, Russia, 190000;Ul. Pochtamtskaya, 3-5, St. Petersburg, Russia, 190000",1025501701686;5504036333,13662 Sectoral Directive 4 - 13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2014-10-10;13662 Sectoral Directive 4 - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2014-09-12,,info@gazprom-neft.ru;ir@gazprom-neft.ru;pr@gazprom-neft.ru;shareholders@gazprom-neft.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
285,NK-UFRFf2XqMMkFThGoUTnJ7b,Person,Sayyed Salem ABU MSAMEH,Sayed Salem ABU MUSAMEH,1948,ps,Rafah,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
286,NK-UFRt2ZAA2iz6FiRuxnSPcb,Company,OJSC NOVOKUYBYSHEV REFINERY,NOVOKUIBYSHEVSK REFINERY,,ru,"Novokuibyshevsk, Samara region, Russia, 446207",,13662 Sectoral Directive 4 - 13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-07-30;13662 Sectoral Directive 4 - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-07-30,,sekr@nknpz.rosneft.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
287,NK-UMddQpvXt9T6Loo4DP6J7d,Company,ROSOBORONEKSPORT OAO,OJSC ROSOBORONEXPORT;ROSOBORONEKSPORT OJSC;ROSOBORONEXPORT;ROSOBORONEXPORT JSC;RUSSIAN DEFENSE EXPORT ROSOBORONEXPORT,,ru,"27 Stromynka ul., Moscow, 107076",1117746521452;56467052;7718852163,13662 Sectoral Directive 3 - Consolidated List - Program - Block - Executive Order 13582 (Syria);13662 Sectoral Directive 3 - SDN List - Program - Block - Executive Order 13582 (Syria);Program - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 3 - Block - Executive Order 13582 (Syria),,,US OFAC Consolidated (non-SDN) List,20220316,,20220316,,2022-03
288,NK-UQJkg5D7LTarpPt8UnC98L,Company,"GAZPROM MEZHREGIONGAZ, OOO",GAZPROM MEZHREGIONGAZ;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM MEZHREGIONGAZ',,ru,"d. DOM 24 korp. LITER A nab.Admirala Lazareva, St. Petersburg, Russia, 197110",1025000653930;5003021311,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,k.seleznev@mrg.gazprom.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
289,NK-UUsHbSa3f7xb4pXuiAEUZh,Company,PROMINVESTBANK,COMMERCIAL INDUSTRIAL AND INVESTMENT BANK PUBLIC JOINT STOCK COMPANY;JOINT STOCK COMMERCIAL INDUSTRIAL AND INVESTMENT BANK PUBLIC JOINT STOCK COMPANY;PSC PROMINVESTBANK;PUBLIC STOCK COMPANY JOINT STOCK COMMERCIAL INDUSTRIAL AND INVESTMENT BANK,,ua,"12, Shevchenko lane, Kyiv, 01001",00039002;UPIBUAUX,Block - 13662 Sectoral Directive 1 - SDN List - Program - Executive Order 14024 - Executive Order 13662 (Ukraine);Block - Consolidated List - 13662 Sectoral Directive 1 - Program - Executive Order 14024 - Executive Order 13662 (Ukraine);Block - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 1 - Program - Executive Order 14024 - Executive Order 13662 (Ukraine),,,US OFAC Consolidated (non-SDN) List,20220411,,20220411,,2022-04
290,NK-UXh42qRUuT9ZdJ4sVT9y3K,Company,Nanjing Panda Electronics Company Limited,Nanjing Panda;Nanjing Panda Electr. Co. Ltd.;Nanjing Panda Electronic Co. Ltd;Nanjing Panda Electronic Co. Ltd.,,cn,"7, Jingtian Road, 210033 Nanjing, China",,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
291,NK-UYokxnYmtUKyobMbJ8VY4h,Company,"VTB BANK (ARMENIA), CJSC",SAVINGS BANK OF THE REPUBLIC OF ARMENIA;VTB BANK (ARMENIA) CJSC,,am,"46 Ul Nalbandyan, 375010, Yerevan, Armenia",ARMJAM22,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
292,NK-UgDRVRB6skRgmSNHzfLywW,Company,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NPO VYSOKOTOCHNYE KOMPLEKSY,"HIGH PRECISION SYSTEMS;HIGH PRECISION WEAPONS SCIENTIFIC PRODUCTION ASSOCIATION OPEN JOINT STOCK COMPANY;HIGH-PRECISION WEAPONS JOINT STOCK COMPANY;JSC NPO HIGH-PRECISION COMPLEXES;JSC NPO VYSOKOTOCHNYE KOMPLEKSY;NPO HIGH PRECISION WEAPONS OJSC;NPO VYSOKOTOCHNYE KOMPLEKSY;NPO VYSOKOTOCHNYE KOMPLEKSY, OAO;OAO WYSOKOTOSCHNYE KOMPLETKSI;OAO WYSOKOTOTSCHNYE KOMPLEKSI;VYSOKOTOCHNYE KOMPLEKSY",,ru,"21 str., 1 bul. Gogolevski, Moscow, Russia, 119991;21, Gogolevski blvd., Moscow, Russia, 119991",1097746068012;7704721192,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,info@rostec.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
293,NK-UonWx4VVjySgZvAYAGeoNv,Person,Mahmoud Ahmad AL-RAMAHI,,1963,ps,Ramallah,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
294,NK-UpAr7xoNrR6um5PCyigtRX,Company,GPB INTERNATIONAL SA,,,lu,"8-10, rue Mathias Hardt, 1717 Luxembourg",B178974,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
295,NK-UqWwk2nt3ZrwzrgBQfnFyD,Company,"LAZURNAYA, OOO",LAZURNAYA;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'LAZURNAYA',,ru,"d.103 prospekt Kurortny, Sochi, Krasnodarski krai, 354024",1132367004989;2319070831,Program - Consolidated List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2016-09-01,,res@lazurnaya.ru,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
296,NK-UrvrgW2zK8wv3bfZpvPt6K,Company,"GAZPROM TRANSGAZ TOMSK, OOO",GAZPROM TRANSGAZ TOMSK;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ TOMSK',,ru,"d.9 prospekt Frunze, Tomsk, Tomskaya obl., Russia, 634029",1027000862954;7017005289,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,A.rays@tlru.gtt.gazprom.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
297,NK-UsLk8hxAfyJGHKGhvNKYrZ,Company,"GAZPROM TRANSGAZ KAZAN, OOO",GAZPROM TRANSGAZ KAZAN;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ KAZAN',,ru,"d.41 ul.Adelya Kutuya, Kazan, Tatarstan resp, Russia, 420073",1021603624921;1600000036,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,Vlads@ttg.bancorp.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
298,NK-UzVepgCbnSjiYhmdPhKbdh,Organization,China Railway Construction Corporation Limited,CRCC,,cn,"East Yard No. 40, Fuxing Road, Haidian District, 100855 Beijing",,Non-SDN CMIC List - Program - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03;Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2020-11-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
299,NK-V5MpZ6sSJGgJFqmnedQgwV,Company,DEVELOPMENT CORPORATION OF NORTH CAUCASUS OJSC,"KRSK, OAO;OJSC NORTH CAUCASUS DEVELOPMENT CORPORATION;OPEN JOINT-STOCK COMPANY NORTH CAUCASUS DEVELOPMENT CORPORATION;OTKRYTOE AKTSIONERNOE OBSHCHESTVO KORPORATSIYA RAZVITIYA SEVERNOGO KAVKAZA",,ru,"d. 139 ul. Pyatigorskaya Essentuki, Stavropolski krai, 357625",1102632003253,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-07-30;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
300,NK-VNorCgsZmKnEbu99Zzegpp,Company,EXIMBANK OF RUSSIA,"GOSUDARSTVENNY SPETSIALIZIROVANNY ROSSISKI EKSPORTNO-IMPORTNY BANK (ZAKRYTOE AKTSIONERNOE OBSHCHESTVO);ROSEKSIMBANK, ZAO;RUSSIAN EXPORT-IMPORT BANK;STATE SPECIALIZED RUSSIAN EXPORT-IMPORT BANK (CLOSED JOINT-STOCK COMPANY)",,ru,"d.13 str. 1 per.3-I Neopalimovski, Moscow, Russia, 119121",1027739109133;EXIRRUMM,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-07-30;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
301,NK-VgSLsAy2TDdq6DUM8HFtDT,Company,"TD AGROTORG, OOO",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TORGOVY' DOM 'AGROTORG';TRADING COMPANY 'AGROTORG' LTD.,,ru,"3 Gagarinsky Pereulok, Moscow;3 per. Gagarinski, Moscow, 119034",1047796863916;7704537299,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-12-20;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-12-20,,fednev@rshb.ru,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
302,NK-VrbgMFnmCt3nyXKBhXoHwP,Company,"TRANSNEFT-METROLOGIYA, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTMETROLOGIYA';CJSC 'CENTRE MO';CLOSED JOINT-STOCK COMPANY 'CENTRE OF METROLOGICAL PROVISION',,ru,"d. 16 korp. 1 ul. Dobrolyubova, Moscow, 127254",1037739028491;42771562;7723107453,13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine);13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine),,chernyshovi@cmo.transneft.ru,US OFAC Consolidated (non-SDN) List,20220903,,20220903,,2022-09
303,NK-VsFnjYLKAeRGK9ANA3VM87,Company,CREDIT BANK OF MOSCOW PUBLIC JOINT STOCK COMPANY,Credit Bank of Moscow;Credit Bank of Moscow PJSC;Московский Кредитный Банк;ПАО Московский Кредитный Банк,,ru,"Lukov pereulok 2, bldg. 1, Moscow, 107045",1027739555282;7734202860;MCRBRUMM,Program - Executive Order 14024 Directive 3 - Consolidated List - Executive Order 14024 - 2022-03-26;Program - Executive Order 14024 Directive 3 - Non-SDN Menu-Based Sanctions List - Executive Order 14024 - 2022-03-26,,,US OFAC Consolidated (non-SDN) List,20220318,,20220318,,2022-03
304,NK-WFmTDKzozuoivMEoYY8FHG,Company,"MALOROSSISKI ELEVATOR, OAO",Aktsionernoe Obshchestvo Otkrytogo TIPA Malorossiski Elevator RUS;OPEN JOINT STOCK COMPANY 'MALOROSSIYSKIY ELEVATOR';OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'MALOROSSISKI ELEVATOR',,ru,"1 Sadovaya Str., Arkhangelskaya Village, Tikhoretskiy District, Krasnodar Region, Russia;1 ul. Sadovaya Stanitsa Arkhangelskaya, Tikhoretski Raion, Krasnodarski Kr., Russia, 352118",1022304872754;2354003059,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-12-20;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-12-20,,72307@mail.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
305,NK-WSwUmxgby7jfibQQtAXgyL,Company,"TRANSNEFT-URAL, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - URAL';JSC 'URALSIBNEFTEPROVOD';OPEN JOINT-STOCK COMPANY 'CHERNYAEV URAL-SIBERIAN OIL TRUNK PIPELINES',,ru,"10 ul. Krupskoi, Ufa, Bashkortostan Resp., Russia, 450077",0278039018;1020203226230,13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2017-06-20;13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2017-06-20,,nekrasovaov@ufa.transneft.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
306,NK-Wa8TnCibZdvbcHa9eePmf4,Company,LENGIPRONEFTEKHIM OOO,"INSTITUT PO PROEKTIROVANIYU PREDPRIYATY NEFTEPERERABATYVAYUSCHEY I NEFTEKHIMICHESKOY PROMYSHLENNOSTI, LIMITED LIABILITY COMPANY;LIMITED LIABILITY COMPANY OIL REFINING AND PETROCHEMICAL FACILITIES DESIGN INSTITUTE;LLC LENGIPRONEFTEKHIM",,ru,"D. 94, Obvodnogo Kanala, nab, St. Petersburg, Russia, 196084;Russia",1057803105755;7810327462,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2018-01-26;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2018-01-26,,lgnch@lgnch.spb.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
307,NK-WfdJJ8k3U2P3fm5yBp5ZnF,Company,ROSE GROUP LIMITED,RGI INTERNATIONAL;RGI INTERNATIONAL LIMITED;ROSE GROUP,,gg;ru,"Frances House, Sir William Place, St. Peter Port GY1 4EU, Guernsey, Channel Islands;Korobeinikov Lane, 1, Moscow, 119034",,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-07-30;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
308,NK-WuLeLicyX6X9VYjevbn5Zv,Company,NEFT-AKTIV LLC,OOO NEFT-AKTIV;RN-AKTIV OOO,,ru,"Ulica Kaluzhskaya M., d., 15, str. 28, Moscow, 119071",,Program - 13662 Sectoral Directive 2 - Consolidated List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30;Program - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
309,NK-WwQkj5djcQ5iGRHEQY7HJy,Company,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOVYATSKI MEKHANICHESKI ZAVOD,NMZ OAO;NMZ OJSC;NOVOVYATSKI MEKHANICHESKI ZAVOD OAO;OPEN JOINT STOCK COMPANY NOVOVYATSK MECHANICAL PLANT;OPEN JOINT-STOCK COMPANY NOVOVYATSKIY MEKHANICHESKIY ZAVOD,,ru,"d. 51 ul. Sovetskaya, Kirov, Kirovskaya obl., Russia, 610008",1034316578702;4345029953,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,nmz@nmz.kirov.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
310,NK-X3b9WwrGNuYZT92h3kQHqY,Company,ROSNEFT FINANCE S.A.,,,lu,"46A Avenue John F Kennedy, 2nd Floor, 1855 Luxembourg",,Program - 13662 Sectoral Directive 2 - 13662 Sectoral Directive 4 - Consolidated List - Executive Order 13662 (Ukraine) - 2015-07-30;Sectoral Sanctions Identifications List - Program - 13662 Sectoral Directive 2 - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
311,NK-X4cNAMYRNigkKv9aDdANKr,Company,"AGROKREDIT-INFORM, AO",AKTSIONERNOE OBSHCHESTVO 'AGROKREDIT-INFORM';CLOSED JOINT-STOCK COMPANY 'AGROCREDIT-INFORM',,ru,"3 Gagarinsky Pereulok, Moscow;3 per. Gagarinski, Moscow, 119034",1087746334400;7704681172,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-12-20;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-12-20,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
312,NK-X5PJquy7sq6SRgWHVey3UW,Company,OJSC RUSSIAN REGIONAL DEVELOPMENT BANK,RUSSIAN REGIONAL DEVELOPMENT BANK;VBRR,,ru,"65 Sushchevskiy val, Moscow, 129594;65/1 Suschevsky Val, Moscow, 129594",3287,Program - 13662 Sectoral Directive 2 - Consolidated List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30;Program - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 4 - Executive Order 13662 (Ukraine) - 2015-07-30,,,US OFAC Consolidated (non-SDN) List,20210928,,20210928,,2021-09
313,NK-XBLxUvCSLPqPn4KfaJBGfb,Company,"GAZPROM TRANSGAZ KRASNODAR, OOO",GAZPROM TRANSGAZ KRASNODAR;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ KRASNODAR',,ru,"d.36 ul.Im Dzerzhinskogo, Krasnodar, Krasnodarski krai, Russia, 350051",1072308003063;2308128945,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,d.matutin@tgk.gazprom.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
314,NK-Xk32FncXCCS2BBzZa3W6XJ,Organization,"Xiamen Meiya Pico Information Co., Ltd.",,,cn,"2nd Phase of Xiamen Software Park, Meiya Pico Building, 12 Guanri Road, 361008 Xiamen",91350200705420347R,CMIC Executive Order - Program - Consolidated List - Executive Order 14032 (CMIC) - 2021-12-16;CMIC Executive Order - Program - Non-SDN CMIC List - Executive Order 14032 (CMIC) - 2021-12-16,,,US OFAC Consolidated (non-SDN) List,20220203,,20220203,,2022-02
315,NK-XsHA8XQHyQPVfoFoDXwSQT,Person,Mohammed Saleh TUTAH,Mohammad Omran Saleh TAWTAH;Muhamed Umran Salih TAWTA,1969,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
316,NK-XxrMKvsSdGnjnBieHTAVty,Organization,BANK OF KUNLUN CO LTD,KARAMAY CITY COMMERCIAL BANK CO LTD.;KARAMAY URBAN CREDIT COOPERATIVES,,cn,"172 Xibin Rd, Ranghulu District, (Daqing, Heilongjiang Branch), 163453 Daqing;9 Dongzhimen North Street, Dongcheng District, (Head Office), 100007 Beijing;No. 68 Zhongya South Rd, Economic and Technological Development Zone, (Urumqi, Xinjiang Branch), 830026 Urumqi;No. 7 Century Ave, (Registered Office), 834000 Karamay",CKLBCNBJ,Program - 561 Full Restrictions - CAPTA List - CISADA - 2019-03-14;Program - 561 Full Restrictions - Consolidated List - CISADA - 2014-10-10,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
317,NK-XznRvgjAxsdunNFNsGzTBq,Company,OBIEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM OAO,OPK OBORONPROM;OPK OBORONPROM OAO;OTKRYTOE AKTSIONERNOE OBSHCHESTVO OBEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM;UNITED INDUSTRIAL CORPORATION OBORONPROM OJSC;UNITED INDUSTRIAL DEFENCE CORPORATION OBORONPROM,,ru,"str. 141 29 Vereiskaya ul., Moscow, Russia, 121357",1027718000221;7718218951,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,oboronprom@oboronprom.ru,US OFAC Consolidated (non-SDN) List,20210918,,20210918,,2021-09
318,NK-YADPL6jAxn9RNFsYtRrHCi,Organization,China Electronics Technology Group Corporation,CETC,,cn,"No. 27, Wanshou Road, Haidian District, 100846 Beijing",,Non-SDN CMIC List - Program - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03;Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2020-11-12,,,US OFAC Consolidated (non-SDN) List,20210930,,20210930,,2021-09
